year,ls_number,name,party,gender,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,State,start_source,end_source,comments,type_begin,type_end
2004,14,MD ALI ASHRAF FATMI,RJD,M,Human Resource Development,MoS,22/05/04,22/05/09,Lok Sabha,DARBHANGA,14_Bihar_15_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
1996,11,MD. TASLIMUDDIN,JD,M,Home Affairs,MoS,01/06/96,10/07/96,Lok Sabha,KISHANGANJ,11_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1618.pdf,,mid_term,mid_term
1991,10,MEIJINLONG KAMSON,INC,M,Home Affairs,MoS,15/09/95,16/05/96,Lok Sabha,OUTER MANIPUR,10_Manipur_2_0_1,Manipur,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
2004,14,MEIRA KUMAR,INC,F,Social Justice and Empowerment,CM,22/05/04,22/05/09,Lok Sabha,SASARAM,14_Bihar_35_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
2009,15,MEIRA KUMAR,INC,F,Water Resources,CM,28/05/09,31/05/09,Lok Sabha,SASARAM,15_Bihar_34_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_929.pdf,,start_of_term,mid_term
2009,15,MILIND DEORA,INC,M,Communications and Information Technology,MoS,12/07/11,26/05/14,Lok Sabha,MUMBAI   SOUTH,15_Maharashtra_31_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
2009,15,MILIND DEORA,INC,M,Shipping,MoS,30/10/12,26/05/14,Lok Sabha,MUMBAI   SOUTH,15_Maharashtra_31_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_873.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
2014,16,BANDARU DATTATREYA,BJP,M,Labour and Employment,MoS(IC),09/11/14,02/09/17,Lok Sabha,SECUNDRABAD,16_Telangana_8_0_1,Telangana,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1266.pdf,,mid_term,mid_term
1991,10,MOHD. AYUB KHAN,INC,M,Agriculture,MoS,15/09/95,16/05/96,Lok Sabha,JHUNJHUNU,10_Rajasthan_4_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
1996,11,MUHI RAM SAIKIA,AGP,M,Human Resource Development,MoS,29/06/96,21/04/97,Lok Sabha,NOWGONG,11_Assam_10_0_1,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,MUHI RAM SAIKIA,AGP,M,Human Resource Development,MoS,21/04/97,19/03/98,Lok Sabha,NOWGONG,11_Assam_10_0_1,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1998,12,MUKHTAR ABBAS NAQVI,BJP,M,Information and Broadcasting,MoS,19/03/98,13/10/99,Rajya Sabha,NA,NA ,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term
1998,12,MUKHTAR ABBAS NAQVI,BJP,M,Parliamentary Affairs,MoS,17/02/99,13/10/99,Rajya Sabha,NA,NA ,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1649.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,mid_term,end_of_term
2014,16,NARENDRA SINGH TOMAR,BJP,M,Labour and Employment,CM,27/05/14,09/11/14,Lok Sabha,GWALIOR,16_Madhya_Pradesh_3_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term
2014,16,SANTOSH KUMAR GANGWAR,BJP,M,Labour and Employment,MoS(IC),03/09/17,30/05/19,Lok Sabha,BAREILLY,16_Uttar_Pradesh_25_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,VISHNU DEO SAI,BJP,M,Labour and Employment,MoS,27/05/14,09/11/14,Lok Sabha,RAIGARH,16_Chhattisgarh_2_0_1,Chhattisgarh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term
2014,16,D.V. SADANANDA GOWDA,BJP,M,Law and Justice,CM,09/11/14,05/07/16,Lok Sabha,BANGALORE NORTH,16_Karnataka_24_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,mid_term,mid_term
2009,15,MUKUL ROY,AITC,M,Shipping,MoS,28/05/09,20/03/12,Rajya Sabha,NA,NA ,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1154.pdf,,mid_term,mid_term
2009,15,MUKUL ROY,AITC,M,Railways,MoS,19/05/11,12/07/11,Rajya Sabha,NA,NA ,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_922.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,,mid_term,mid_term
2009,15,MUKUL ROY,AITC,M,Railways,CM,20/03/12,22/09/12,Rajya Sabha,NA,NA ,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1154.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_882.pdf,,mid_term,mid_term
1991,10,MUKUL WASNIK,INC,M,Human Resource Development,MoS,18/01/93,16/05/96,Lok Sabha,BULDHANA,10_Maharashtra_18_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
1991,10,MUKUL WASNIK,INC,M,Parliamentary Affairs,MoS,19/02/93,16/05/96,Lok Sabha,BULDHANA,10_Maharashtra_18_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1555.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
2009,15,MUKUL WASNIK,INC,M,Social Justice and Empowerment,CM,28/05/09,27/10/12,Lok Sabha,RAMTEK,15_Maharashtra_9_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_878.pdf,,start_of_term,mid_term
1996,11,MULAYAM SINGH YADAV,SP,M,Defence,CM,01/06/96,21/04/97,Lok Sabha,MAINPURI,11_Uttar_Pradesh_69_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,MULAYAM SINGH YADAV,SP,M,Defence,CM,21/04/97,19/03/98,Lok Sabha,MAINPURI,11_Uttar_Pradesh_69_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1991,10,MULLAPALLY RAMACHANDRAN,INC,M,Agriculture,MoS,21/06/91,17/01/93,Lok Sabha,CANNANORE,10_Kerala_2_0_1,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,,start_of_term,mid_term
2009,15,MULLAPPALLY RAMACHANDRAN,INC,M,Home Affairs,MoS,28/05/09,26/05/14,Lok Sabha,VADAKARA,15_Kerala_3_0_1,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
1999,13,MUNNI LAL,BJP,M,Labour and Employment,MoS,13/10/99,01/07/02,Lok Sabha,SASARAM,13_Bihar_38_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1702.pdf,,start_of_term,mid_term
1996,11,MURASOLI MARAN,DMK,M,Industry,CM,01/06/96,21/04/97,Lok Sabha,MADRAS CENTRAL,11_Tamil_Nadu_2_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,MURASOLI MARAN,DMK,M,Industry,CM,21/04/97,19/03/98,Lok Sabha,MADRAS CENTRAL,11_Tamil_Nadu_2_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1999,13,MURASOLI MARAN,DMK,M,Commerce and Industry,CM,13/10/99,09/11/02,Lok Sabha,MADRAS CENTRAL,13_Tamil_Nadu_2_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1708.pdf,,start_of_term,mid_term
1999,13,MURASOLI MARAN,DMK,M,Minister Without Portfolio,CM,09/11/02,24/11/03,Lok Sabha,MADRAS CENTRAL,13_Tamil_Nadu_2_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1708.pdf,Wikipedia and News Reports,Exception,mid_term,death_of_minister
2009,15,MURLI DEORA,INC,M,Petroleum and Natural Gas,CM,28/05/09,19/01/11,Rajya Sabha,NA,NA ,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,start_of_term,mid_term
2009,15,MURLI DEORA,INC,M,Corporate Affairs,CM,19/01/11,12/07/11,Rajya Sabha,NA,NA ,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,,mid_term,mid_term
2004,14,MURLI DEORA,INC,M,Petroleum and Natural Gas,CM,29/01/06,22/05/09,Lok Sabha,MUMBAI SOUTH,14_Maharashtra_4_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term
1996,11,MURLI MANOHAR JOSHI,BJP,M,Home Affairs,CM,16/05/96,01/06/96,Lok Sabha,ALLAHABAD,11_Uttar_Pradesh_56_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term
1991,10,N. K. P. SALVE,INC,M,Power,CM,18/01/93,16/05/96,Rajya Sabha,NA,NA ,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
1996,11,N. V. N. SOMU,DMK,M,Defence,MoS,06/07/96,21/04/97,Lok Sabha,MADRAS NORTH,11_Tamil_Nadu_1_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1616.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,N. V. N. SOMU,DMK,M,Defence,MoS,21/04/97,14/11/97,Lok Sabha,MADRAS NORTH,11_Tamil_Nadu_1_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1632.pdf,,mid_term,mid_term
1999,13,N.G. RAMACHANDRAN,MDMK,M,Textiles,MoS,13/10/99,30/09/00,Lok Sabha,TINDIVANAM,13_Tamil_Nadu_10_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,,start_of_term,mid_term
1999,13,N.G. RAMACHANDRAN,MDMK,M,Finance,MoS,30/09/00,24/05/03,Lok Sabha,TINDIVANAM,13_Tamil_Nadu_10_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1716.pdf,,mid_term,mid_term
1999,13,N.G. RAMACHANDRAN,MDMK,M,Textiles,MoS,08/09/03,30/12/03,Lok Sabha,TINDIVANAM,13_Tamil_Nadu_10_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1723.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1726.pdf,,mid_term,mid_term
1999,13,N.T. SHANMUGHAM,PMK,M,Health and Family Welfare,MoS(IC),13/10/99,27/05/00,Lok Sabha,VELLORE,13_Tamil_Nadu_7_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,,start_of_term,mid_term
1999,13,N.T. SHANMUGHAM,PMK,M,Coal,MoS(IC),27/05/00,07/02/01,Lok Sabha,VELLORE,13_Tamil_Nadu_7_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1679.pdf,,mid_term,mid_term
1999,13,N.T. SHANMUGHAM,PMK,M,Food Processing Industries,MoS(IC),01/07/02,15/01/04,Lok Sabha,VELLORE,13_Tamil_Nadu_7_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1464.pdf,,mid_term,mid_term
1999,13,NAGMANI,RJD,M,Social Justice and Empowerment,MoS,24/05/03,22/05/04,Lok Sabha,CHATRA,13_Bihar_44_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
2004,14,NAMO NARAIN MEENA,INC,M,Environment and Forests,MoS,22/05/04,22/05/09,Lok Sabha,SAWAI MADHOPUR,14_Rajasthan_11_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
2009,15,NAMO NARAIN MEENA,INC,M,Finance,MoS,28/05/09,26/05/14,Lok Sabha,TONK-SAWAI MADHOPUR,15_Rajasthan_12_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
2004,14,NARANBHAI RATHWA,INC,M,Railways,MoS,22/05/04,22/05/09,Lok Sabha,CHHOTA UDAIPUR,14_Gujarat_21_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
2014,16,RAVI SHANKAR PRASAD,BJP,M,Law and Justice,CM,27/05/14,09/11/14,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term
2014,16,RAVI SHANKAR PRASAD,BJP,M,Law and Justice,CM,05/07/16,30/05/19,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,P.P. CHAUDHARY,BJP,M,Law and Justice,MoS,05/07/16,30/05/19,Lok Sabha,PALI,16_Rajasthan_15_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,GIRIRAJ SINGH,BJP,M,"Micro, Small and Medium Enterprises",MoS,09/11/14,03/09/17,Lok Sabha,NAWADA,16_Bihar_39_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,mid_term,mid_term
2014,16,GIRIRAJ SINGH,BJP,M,"Micro, Small and Medium Enterprises",MoS(IC),03/09/17,30/05/19,Lok Sabha,NAWADA,16_Bihar_39_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,HARIBHAI PARTHIBHAI CHAUDHARY,BJP,M,"Micro, Small and Medium Enterprises",MoS,05/07/16,03/09/17,Lok Sabha,BANASKANTHA,16_Gujarat_2_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,mid_term,mid_term
2014,16,KALRAJ MISHRA,BJP,M,"Micro, Small and Medium Enterprises",CM,27/05/14,02/09/17,Lok Sabha,DEORIA,16_Uttar_Pradesh_66_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1266.pdf,,start_of_term,mid_term
2014,16,HARIBHAI PARTHIBHAI CHAUDHARY,BJP,M,Mines,MoS,03/09/17,30/05/19,Lok Sabha,BANASKANTHA,16_Gujarat_2_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,NARENDRA SINGH TOMAR,BJP,M,Mines,CM,27/05/14,05/07/16,Lok Sabha,GWALIOR,16_Madhya_Pradesh_3_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,start_of_term,mid_term
2014,16,NARENDRA SINGH TOMAR,BJP,M,Mines,CM,03/09/17,30/05/19,Lok Sabha,GWALIOR,16_Madhya_Pradesh_3_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,PIYUSH GOYAL,BJP,M,Mines,MoS(IC),05/07/16,03/09/17,Rajya Sabha,NA,NA ,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,mid_term,mid_term
2014,16,VISHNU DEO SAI,BJP,M,Mines,MoS,27/05/14,05/07/16,Lok Sabha,RAIGARH,16_Chhattisgarh_2_0_1,Chhattisgarh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,start_of_term,mid_term
2014,16,ARUN JAITLEY,BJP,M,Minister Without Portfolio,CM,14/05/18,23/08/18,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1420.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1494.pdf,,mid_term,mid_term
2014,16,ARUN JAITLEY,BJP,M,Minister Without Portfolio,CM,23/01/19,15/02/19,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1786.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1809.pdf,,mid_term,mid_term
2014,16,RAM VILAS PASWAN,LJP,M,Minister Without Portfolio,CM,22/05/17,17/06/17,Lok Sabha,HAJIPUR (SC),16_Bihar_21_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1216.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1227.pdf,,mid_term,mid_term
1998,12,NAVEEN PATNAIK,BJD,M,Steel and Mines,CM,19/03/98,13/10/99,Lok Sabha,ASKA,12_Odisha_10_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term
1999,13,NAVEEN PATNAIK,BJD,M,Mines and Minerals,CM,13/10/99,04/03/00,Lok Sabha,ASKA,13_Odisha_10_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1662.pdf,,start_of_term,mid_term
2014,16,MUKHTAR ABBAS NAQVI,BJP,M,Minority Affairs,MoS,09/11/14,12/07/16,Rajya Sabha,NA,NA ,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_5.pdf,,mid_term,mid_term
2014,16,MUKHTAR ABBAS NAQVI,BJP,M,Minority Affairs,MoS(IC),12/07/16,03/09/17,Rajya Sabha,NA,NA ,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_5.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,mid_term,mid_term
1999,13,NIKHIL KUMAR CHOUDHARY,BJP,M,Agro and Rural Industries,MoS,01/07/02,29/01/03,Lok Sabha,KATIHAR,13_Bihar_25_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1710.pdf,,mid_term,mid_term
2009,15,NINONG ERING,INC,M,Minority Affairs,MoS,28/10/12,26/05/14,Lok Sabha,ARUNACHAL EAST,15_Arunachal_Pradesh_2_0_1,Arunachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
2014,16,MUKHTAR ABBAS NAQVI,BJP,M,Minority Affairs,MoS,03/09/17,30/05/19,Rajya Sabha,NA,NA ,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,DR. NAJMA A. HEPTULLA,BJP,F,Minority Affairs,CM,27/05/14,12/07/16,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_5.pdf,,start_of_term,mid_term
2014,16,VIRENDRA KUMAR,BJP,M,Minority Affairs,MoS,03/09/17,30/05/19,Lok Sabha,TIKAMGARH,16_Madhya_Pradesh_6_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,PIYUSH GOYAL,BJP,M,New and Renewable Energy,MoS(IC),27/05/14,03/09/17,Rajya Sabha,NA,NA ,Maharashtra,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,start_of_term,mid_term
2014,16,RAJ KUMAR SINGH,BJP,M,New and Renewable Energy,MoS(IC),03/09/17,30/05/19,Lok Sabha,ARRAH,16_Bihar_32_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,GENERAL (RETD.) V.K. SINGH,BJP,M,Overseas Indian Affairs,MoS,27/05/14,09/11/14,Lok Sabha,GHAZIABAD,16_Uttar_Pradesh_12_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term
2014,16,SUSHMA SWARAJ,BJP,F,Overseas Indian Affairs,CM,27/05/14,30/05/19,Lok Sabha,VIDISHA,16_Madhya_Pradesh_18_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,start_of_term,end_of_term
2014,16,CHAUDHARY BIRENDER SINGH,BJP,M,Panchayati Raj,CM,09/11/14,05/07/16,Rajya Sabha,NA,NA ,Haryana,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,mid_term,mid_term
